Marital status,Course,Daytime/evening attendance,Previous qualification,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Unemployment rate,Inflation rate,GDP,Target,Total Grade,Total Approved,Total Enrolled,Total Evaluations,Target_encoded
1,5,1,1,0,0,1,0,0,21,11.1,0.6,2.02,Dropout,24.4,20,21,21,0
1,12,1,1,0,0,1,0,0,19,11.1,0.6,2.02,Enrolled,25.47142857,11,14,19,1
1,10,1,14,0,0,1,0,0,20,13.9,-0.3,0.79,Graduate,26.0,11,12,15,2
1,6,1,1,0,0,1,0,0,20,13.9,-0.3,0.79,Enrolled,27.28571429,9,12,16,1
1,14,1,1,0,0,1,0,1,18,12.4,0.5,1.79,Graduate,28.0,11,12,14,2
1,9,1,1,0,0,1,0,1,18,12.4,0.5,1.79,Graduate,23.75,9,10,13,2
1,10,1,1,0,0,1,0,1,18,8.9,1.4,3.51,Graduate,23.16666666,12,12,18,2
1,6,1,14,0,0,1,0,1,21,10.8,1.4,1.74,Graduate,26.28571429,8,12,27,2
1,12,1,1,0,0,1,0,0,18,7.6,2.6,0.32,Graduate,27.93333334,12,14,14,2
1,12,1,1,0,0,1,0,1,18,9.4,-0.8,-3.12,Graduate,28.2825,16,16,16,2
1,11,1,1,0,0,1,0,1,20,12.7,3.7,-1.7,Graduate,23.35,8,12,20,2
2,12,1,2,0,0,1,0,1,32,9.4,-0.8,-3.12,Graduate,29.325,16,16,16,2
2,17,0,1,0,0,1,0,0,34,9.4,-0.8,-3.12,Enrolled,0.0,0,10,10,1
1,12,1,1,0,0,1,0,1,23,11.1,0.6,2.02,Graduate,25.66208333,14,15,17,2
1,14,1,1,0,0,1,0,0,18,8.9,1.4,3.51,Enrolled,23.45,9,12,21,1
1,3,0,1,0,0,1,0,0,18,10.8,1.4,1.74,Graduate,25.0,10,12,18,2
1,2,1,2,0,0,1,0,0,34,10.8,1.4,1.74,Dropout,0.0,0,0,0,0
1,3,0,1,0,1,1,0,0,25,8.9,1.4,3.51,Enrolled,23.083333330000002,10,12,12,1
1,9,1,1,0,0,1,0,0,21,11.1,0.6,2.02,Graduate,24.0,10,10,14,2
1,11,1,1,0,0,1,0,1,20,7.6,2.6,0.32,Dropout,0.0,0,12,24,0
1,10,1,1,0,0,1,0,0,18,7.6,2.6,0.32,Graduate,23.0,12,12,14,2
1,6,1,1,0,0,1,0,0,18,12.4,0.5,1.79,Graduate,26.957142859999998,12,12,23,2
1,15,1,1,0,0,1,0,0,18,13.9,-0.3,0.79,Graduate,26.19047619,12,12,13,2
1,3,0,1,0,0,1,0,0,24,9.4,-0.8,-3.12,Dropout,10.0,1,12,22,0
1,9,1,1,0,1,0,0,0,32,16.2,0.3,-0.92,Graduate,21.59890109,27,28,30,2
1,11,1,1,0,1,0,0,0,24,8.9,1.4,3.51,Dropout,21.61904762,9,12,30,0
1,10,1,1,0,0,1,0,1,18,15.5,2.8,-4.06,Dropout,13.83333333,6,12,13,0
1,11,1,1,0,0,1,0,0,28,8.9,1.4,3.51,Graduate,25.457142859999998,11,12,16,2
1,16,1,1,0,0,1,0,1,18,10.8,1.4,1.74,Dropout,23.666666669999998,10,12,17,0
1,16,1,3,0,0,0,0,0,24,9.4,-0.8,-3.12,Dropout,0.0,0,11,22,0
1,6,1,1,0,0,1,0,0,19,7.6,2.6,0.32,Graduate,27.6,10,10,13,2
2,3,0,1,0,0,1,0,0,44,10.8,1.4,1.74,Graduate,29.0,12,12,12,2
1,6,1,1,0,0,1,0,1,18,15.5,2.8,-4.06,Graduate,26.333333330000002,12,12,23,2
1,2,1,1,0,0,1,0,0,18,7.6,2.6,0.32,Graduate,0.0,0,0,0,2
1,15,1,1,0,0,1,0,0,22,7.6,2.6,0.32,Dropout,0.0,0,12,0,0
1,16,1,1,0,0,1,0,1,18,11.1,0.6,2.02,Graduate,25.0,12,14,16,2
2,17,0,1,0,0,1,0,0,44,15.5,2.8,-4.06,Graduate,24.200000000000003,10,10,10,2
5,16,1,12,0,1,1,0,0,33,7.6,2.6,0.32,Dropout,23.799999999999997,10,12,14,0
2,16,1,1,0,1,0,0,0,32,10.8,1.4,1.74,Dropout,0.0,0,11,16,0
2,4,1,1,0,0,0,0,0,35,15.5,2.8,-4.06,Dropout,0.0,0,12,0,0
1,10,1,1,0,0,1,0,0,20,11.1,0.6,2.02,Graduate,24.78571429,12,12,13,2
1,11,1,1,0,0,1,0,0,24,9.4,-0.8,-3.12,Graduate,24.799999999999997,10,12,15,2
1,12,1,1,0,0,1,0,0,19,16.2,0.3,-0.92,Graduate,27.76507936,15,15,16,2
1,11,1,1,0,0,1,0,0,21,12.4,0.5,1.79,Enrolled,24.6,10,12,14,1
1,15,1,1,0,0,1,1,1,19,12.7,3.7,-1.7,Graduate,27.5,12,12,13,2
1,4,1,1,0,0,0,1,0,27,15.5,2.8,-4.06,Dropout,0.0,0,12,18,0
1,16,1,1,0,0,0,0,0,30,12.7,3.7,-1.7,Dropout,0.0,0,12,0,0
1,2,1,1,0,0,1,1,0,21,10.8,1.4,1.74,Dropout,0.0,0,0,0,0
1,5,1,1,0,0,1,1,0,19,8.9,1.4,3.51,Graduate,23.78571429,12,12,14,2
2,17,0,1,0,0,1,0,0,34,9.4,-0.8,-3.12,Enrolled,23.25,6,10,21,1
1,12,1,1,0,0,1,1,0,18,13.9,-0.3,0.79,Graduate,24.741071429999998,14,15,17,2
1,2,1,1,0,0,1,1,0,21,9.4,-0.8,-3.12,Graduate,0.0,0,0,0,2
1,2,1,1,0,0,1,1,0,17,15.5,2.8,-4.06,Enrolled,0.0,0,0,0,1
1,12,1,1,0,0,1,0,1,19,7.6,2.6,0.32,Graduate,25.93333334,12,14,14,2
1,15,1,1,0,0,1,1,0,18,12.7,3.7,-1.7,Graduate,27.5,12,12,12,2
1,12,1,1,0,0,1,0,0,19,11.1,0.6,2.02,Graduate,28.49446429,15,15,15,2
4,11,1,1,0,1,1,0,0,45,12.7,3.7,-1.7,Dropout,12.16666667,5,18,20,0
1,6,1,1,0,0,1,0,0,26,15.5,2.8,-4.06,Graduate,24.916666669999998,10,12,38,2
2,17,0,1,0,0,1,1,0,51,12.7,3.7,-1.7,Dropout,0.0,0,9,4,0
2,15,1,12,0,1,1,1,1,49,10.8,1.4,1.74,Graduate,26.45238096,12,12,15,2
1,12,1,1,0,0,1,1,0,22,15.5,2.8,-4.06,Enrolled,28.875,7,13,15,1
1,9,1,1,0,0,1,1,0,22,7.6,2.6,0.32,Dropout,20.0,3,10,15,0
2,8,1,3,0,0,1,0,0,33,9.4,-0.8,-3.12,Dropout,23.5,4,10,19,0
1,14,1,1,0,0,1,0,0,20,9.4,-0.8,-3.12,Graduate,23.1,9,10,12,2
1,10,1,1,0,0,1,0,1,18,10.8,1.4,1.74,Graduate,24.166666669999998,12,12,12,2
1,16,1,1,0,1,0,0,0,20,10.8,1.4,1.74,Dropout,22.666666669999998,5,12,19,0
2,17,0,1,0,0,1,0,0,37,8.9,1.4,3.51,Graduate,25.02857143,17,20,22,2
1,11,1,1,0,0,1,1,0,18,7.6,2.6,0.32,Graduate,27.166666669999998,12,12,12,2
1,11,1,1,0,0,1,0,0,19,12.4,0.5,1.79,Graduate,24.666666669999998,12,12,12,2
1,6,1,14,0,0,1,0,0,21,12.4,0.5,1.79,Graduate,25.8,10,12,22,2
1,12,1,1,0,0,1,0,0,20,13.9,-0.3,0.79,Graduate,25.626190469999997,13,15,18,2
1,12,1,1,0,0,1,0,0,19,13.9,-0.3,0.79,Dropout,0.0,0,15,0,0
1,13,1,1,0,0,1,0,0,20,11.1,0.6,2.02,Dropout,24.725,8,14,24,0
1,12,1,1,0,0,1,0,0,18,13.9,-0.3,0.79,Graduate,28.582142859999998,15,15,15,2
1,12,1,1,0,0,1,0,0,19,12.7,3.7,-1.7,Graduate,26.88571428,14,16,16,2
1,10,1,1,0,0,1,0,0,18,15.5,2.8,-4.06,Graduate,21.833333330000002,9,12,25,2
1,10,1,1,0,0,1,0,1,18,15.5,2.8,-4.06,Graduate,23.61904762,12,12,13,2
1,15,1,1,0,0,1,0,0,18,12.7,3.7,-1.7,Dropout,10.0,2,6,8,0
1,12,1,1,0,0,1,0,0,19,12.4,0.5,1.79,Enrolled,26.50666667,11,14,18,1
1,13,1,1,0,0,1,0,1,18,16.2,0.3,-0.92,Graduate,26.27678571,15,15,16,2
1,5,1,1,0,0,1,0,1,19,11.1,0.6,2.02,Graduate,27.666666669999998,12,12,12,2
1,4,1,16,0,1,1,0,1,24,8.9,1.4,3.51,Graduate,25.48251749,23,23,26,2
1,6,1,14,0,0,1,0,0,20,12.4,0.5,1.79,Enrolled,25.0,8,12,26,1
1,9,1,1,0,0,1,0,1,21,9.4,-0.8,-3.12,Graduate,24.05,9,10,13,2
1,6,1,14,0,1,0,0,0,20,16.2,0.3,-0.92,Dropout,25.0,9,12,24,0
1,12,1,1,0,0,1,0,1,19,16.2,0.3,-0.92,Graduate,27.03809524,15,15,16,2
1,13,1,1,0,0,1,0,1,19,10.8,1.4,1.74,Graduate,26.77321429,15,15,16,2
1,12,1,1,0,0,1,0,0,18,12.7,3.7,-1.7,Graduate,26.65714286,14,16,16,2
1,6,1,1,0,0,1,0,0,19,16.2,0.3,-0.92,Graduate,25.0,10,12,26,2
1,9,1,1,0,0,1,0,0,21,8.9,1.4,3.51,Graduate,25.799999999999997,10,10,10,2
1,16,1,1,0,0,1,0,1,19,15.5,2.8,-4.06,Graduate,29.0,12,12,13,2
1,11,1,1,0,0,1,0,1,18,8.9,1.4,3.51,Graduate,26.0952381,12,12,13,2
1,5,1,1,1,0,1,0,1,17,15.5,2.8,-4.06,Graduate,25.5,12,12,12,2
1,16,1,1,0,0,1,0,0,19,15.5,2.8,-4.06,Enrolled,23.666666669999998,10,12,16,1
1,9,1,1,0,0,0,1,0,23,9.4,-0.8,-3.12,Dropout,22.333333330000002,6,10,18,0
1,14,1,1,0,0,1,0,0,19,8.9,1.4,3.51,Graduate,24.61111111,12,12,17,2
1,12,1,1,0,0,1,0,0,18,7.6,2.6,0.32,Graduate,25.83333334,12,14,14,2
1,14,1,1,0,0,1,0,0,20,15.5,2.8,-4.06,Graduate,27.08571429,11,12,17,2
1,6,1,1,0,0,1,0,1,19,10.8,1.4,1.74,Graduate,28.4,10,10,11,2
1,10,1,1,0,0,1,0,1,18,12.4,0.5,1.79,Graduate,27.666666669999998,12,12,12,2
1,10,1,1,0,0,1,0,1,19,13.9,-0.3,0.79,Graduate,29.14285714,12,12,13,2
1,10,1,1,0,0,1,0,0,19,10.8,1.4,1.74,Graduate,24.0,12,12,14,2
1,12,1,1,0,0,1,0,0,18,9.4,-0.8,-3.12,Graduate,28.755,16,16,18,2
1,12,1,1,0,0,1,0,0,18,13.9,-0.3,0.79,Graduate,25.542857140000002,14,15,17,2
1,12,1,1,0,0,1,0,1,19,7.6,2.6,0.32,Graduate,28.3,12,14,14,2
1,12,1,1,0,0,1,0,1,19,12.7,3.7,-1.7,Graduate,24.94285714,14,16,24,2
1,12,1,1,0,0,1,0,0,19,7.6,2.6,0.32,Graduate,28.3,12,14,14,2
1,12,1,1,0,0,1,0,0,21,15.5,2.8,-4.06,Graduate,28.11972222,15,15,19,2
1,15,1,1,0,0,1,0,0,18,13.9,-0.3,0.79,Graduate,29.52380953,12,12,13,2
1,15,1,1,0,0,1,0,1,19,11.1,0.6,2.02,Graduate,27.45238096,12,12,13,2
1,15,1,1,0,0,0,0,0,18,12.7,3.7,-1.7,Dropout,0.0,0,8,8,0
1,3,0,3,0,0,1,0,0,30,10.8,1.4,1.74,Dropout,0.0,0,12,0,0
1,8,1,1,0,0,1,0,0,18,13.9,-0.3,0.79,Dropout,30.166666669999998,11,12,16,0
1,12,1,1,0,0,1,0,1,20,7.6,2.6,0.32,Graduate,25.26666666,12,14,14,2
1,14,1,12,0,1,0,0,0,25,9.4,-0.8,-3.12,Dropout,23.799999999999997,10,10,10,0
1,12,1,1,0,0,1,0,0,18,7.6,2.6,0.32,Graduate,28.46666666,12,14,14,2
5,6,1,1,0,0,1,0,0,21,9.4,-0.8,-3.12,Enrolled,23.533333329999998,8,10,23,1
1,12,1,1,0,0,1,0,0,18,12.7,3.7,-1.7,Graduate,31.4,14,16,16,2
1,12,1,1,0,0,1,0,0,18,7.6,2.6,0.32,Graduate,30.4,12,14,14,2
1,16,1,1,0,0,0,0,0,29,12.7,3.7,-1.7,Dropout,31.933333329999996,11,12,17,0
1,8,1,1,0,0,1,0,0,20,15.5,2.8,-4.06,Graduate,25.41964286,26,29,53,2
1,12,1,3,0,0,1,0,0,26,13.9,-0.3,0.79,Dropout,0.0,0,15,0,0
1,10,1,1,0,0,1,0,0,21,12.4,0.5,1.79,Graduate,24.4,11,12,14,2
1,12,1,1,0,0,1,0,1,19,9.4,-0.8,-3.12,Graduate,27.5625,16,16,18,2
1,11,1,1,0,1,1,0,0,19,16.2,0.3,-0.92,Dropout,23.83333334,11,12,18,0
1,15,1,1,0,0,1,0,0,21,15.5,2.8,-4.06,Enrolled,23.63333333,10,12,16,1
1,3,0,1,0,1,1,0,0,20,16.2,0.3,-0.92,Graduate,22.8,8,12,28,2
1,12,1,1,0,0,1,0,1,18,15.5,2.8,-4.06,Graduate,27.54625,15,15,16,2
1,15,1,1,0,0,0,0,0,20,7.6,2.6,0.32,Dropout,22.666666669999998,7,12,25,0
1,10,1,1,1,0,1,0,1,20,16.2,0.3,-0.92,Graduate,26.303571429999998,12,12,16,2
1,12,1,1,0,0,1,0,1,18,16.2,0.3,-0.92,Enrolled,25.560000000000002,7,14,18,1
1,5,1,1,0,0,1,0,0,18,9.4,-0.8,-3.12,Enrolled,27.5,5,12,13,1
1,15,1,1,0,0,1,0,0,18,9.4,-0.8,-3.12,Graduate,26.533333329999998,11,12,15,2
1,6,1,1,0,0,1,0,0,18,10.8,1.4,1.74,Enrolled,23.3,5,10,24,1
1,6,1,14,0,0,1,0,0,22,13.9,-0.3,0.79,Graduate,27.428571429999998,11,12,16,2
1,6,1,14,0,0,1,0,0,19,12.7,3.7,-1.7,Enrolled,28.333333330000002,4,10,18,1
1,4,1,1,0,0,1,0,1,19,12.4,0.5,1.79,Graduate,29.333333330000002,12,12,15,2
1,13,1,1,0,0,1,0,0,18,12.7,3.7,-1.7,Graduate,31.95555556,15,15,17,2
1,10,1,1,0,1,1,0,0,20,11.1,0.6,2.02,Graduate,22.52380953,12,12,15,2
1,16,1,1,0,0,1,0,0,18,10.8,1.4,1.74,Dropout,22.25,9,12,18,0
1,14,1,1,0,0,1,0,0,21,8.9,1.4,3.51,Dropout,0.0,0,12,0,0
1,10,1,1,0,0,1,0,0,19,12.4,0.5,1.79,Graduate,24.28571429,12,12,14,2
1,12,1,1,0,0,1,0,0,18,9.4,-0.8,-3.12,Dropout,25.6575,16,16,16,0
1,15,1,1,0,0,1,0,0,18,7.6,2.6,0.32,Graduate,27.06666667,11,12,14,2
1,2,1,1,0,0,1,0,0,18,12.4,0.5,1.79,Enrolled,0.0,0,0,0,1
1,6,1,1,0,1,0,0,1,21,15.5,2.8,-4.06,Dropout,13.0,2,12,24,0
1,9,1,1,0,1,1,0,0,19,13.9,-0.3,0.79,Graduate,23.275,9,10,18,2
1,9,1,1,0,0,1,0,1,19,9.4,-0.8,-3.12,Graduate,24.4,10,10,13,2
1,10,1,1,0,0,1,0,0,19,16.2,0.3,-0.92,Dropout,11.28571429,5,12,17,0
1,2,1,1,0,0,1,0,0,18,13.9,-0.3,0.79,Graduate,0.0,0,0,0,2
1,11,1,1,0,0,1,0,1,19,10.8,1.4,1.74,Dropout,10.0,1,12,11,0
1,12,1,1,0,0,1,0,1,20,16.2,0.3,-0.92,Dropout,27.51111111,14,15,18,0
1,12,1,1,0,0,0,0,0,18,9.4,-0.8,-3.12,Dropout,25.51666666,12,16,18,0
1,2,1,1,0,0,1,0,1,19,11.1,0.6,2.02,Dropout,0.0,0,0,0,0
1,5,1,1,0,0,1,0,0,18,10.8,1.4,1.74,Graduate,25.916666669999998,12,12,14,2
1,6,1,1,0,0,1,0,0,18,11.1,0.6,2.02,Enrolled,24.75,10,12,29,1
1,10,1,1,0,0,1,0,1,19,16.2,0.3,-0.92,Graduate,24.25,12,12,16,2
1,9,1,1,0,0,1,0,0,20,7.6,2.6,0.32,Graduate,23.533333329999998,8,10,16,2
1,12,1,1,0,0,1,0,1,19,16.2,0.3,-0.92,Graduate,26.55714286,15,15,21,2
1,12,1,1,0,0,1,0,0,18,12.7,3.7,-1.7,Graduate,27.22857142,14,16,16,2
1,11,1,1,0,1,1,0,0,25,15.5,2.8,-4.06,Dropout,0.0,0,12,12,0
1,5,1,1,0,0,0,0,0,18,7.6,2.6,0.32,Graduate,23.666666669999998,10,12,15,2
1,15,1,1,0,0,1,0,0,19,8.9,1.4,3.51,Graduate,24.833333330000002,12,12,14,2
1,13,1,1,0,0,1,0,1,19,15.5,2.8,-4.06,Graduate,26.40892857,15,15,15,2
1,9,1,1,0,1,0,0,1,20,9.4,-0.8,-3.12,Dropout,24.5,4,10,25,0
1,12,1,1,0,0,1,0,0,18,13.9,-0.3,0.79,Enrolled,25.114285719999998,14,15,18,1
1,6,1,1,0,0,1,0,0,20,10.8,1.4,1.74,Graduate,24.78571429,7,10,24,2
1,10,1,1,0,0,1,0,0,21,11.1,0.6,2.02,Graduate,25.45238096,12,12,15,2
1,2,1,1,0,0,1,0,0,19,12.7,3.7,-1.7,Graduate,0.0,0,0,0,2
2,3,0,9,0,0,1,0,0,42,10.8,1.4,1.74,Graduate,25.33333334,12,12,12,2
1,8,1,1,0,1,0,0,0,18,8.9,1.4,3.51,Enrolled,26.56666667,10,12,21,1
1,5,1,1,0,0,1,0,1,19,15.5,2.8,-4.06,Graduate,26.23333333,11,12,13,2
1,11,1,1,0,0,1,0,0,18,8.9,1.4,3.51,Graduate,24.5,10,12,22,2
1,6,1,1,0,0,1,0,0,21,10.8,1.4,1.74,Graduate,29.0,10,10,11,2
1,10,1,1,0,0,1,0,1,20,16.2,0.3,-0.92,Graduate,26.553571429999998,12,12,15,2
1,16,1,1,0,0,1,0,0,20,11.1,0.6,2.02,Graduate,27.142857149999998,14,14,14,2
1,6,1,14,0,0,1,0,0,21,12.4,0.5,1.79,Enrolled,24.083333330000002,8,12,26,1
1,12,1,1,0,0,1,0,0,19,15.5,2.8,-4.06,Graduate,27.40888889,15,15,18,2
1,10,1,1,0,0,1,0,0,21,7.6,2.6,0.32,Graduate,26.27272727,20,24,34,2
1,5,1,1,1,0,1,0,0,19,8.9,1.4,3.51,Graduate,29.80952381,12,12,13,2
1,12,1,1,0,0,1,0,1,19,15.5,2.8,-4.06,Graduate,30.207,15,15,20,2
1,2,1,1,0,0,1,0,0,18,9.4,-0.8,-3.12,Enrolled,0.0,0,0,0,1
1,6,1,14,0,0,1,0,0,22,16.2,0.3,-0.92,Graduate,28.14285714,12,12,20,2
1,16,1,1,0,0,1,0,0,21,9.4,-0.8,-3.12,Graduate,27.533333329999998,10,12,17,2
1,11,1,1,0,0,1,0,1,18,7.6,2.6,0.32,Dropout,21.333333330000002,5,12,28,0
1,12,1,1,0,0,1,0,1,20,10.8,1.4,1.74,Graduate,29.13142858,14,16,16,2
1,14,1,1,0,1,0,0,0,18,7.6,2.6,0.32,Dropout,22.75,7,10,14,0
1,10,1,1,0,0,1,0,0,20,8.9,1.4,3.51,Dropout,0.0,0,11,11,0
1,12,1,1,0,0,1,0,0,23,12.4,0.5,1.79,Graduate,27.57166667,13,15,18,2
1,15,1,1,0,0,1,0,0,18,12.7,3.7,-1.7,Graduate,30.16666666,12,12,12,2
1,10,1,14,0,0,1,0,0,20,12.4,0.5,1.79,Graduate,26.66666666,12,12,12,2
1,12,1,1,0,0,1,0,1,18,10.8,1.4,1.74,Graduate,29.92571428,14,16,16,2
1,9,1,1,0,0,1,0,0,20,11.1,0.6,2.02,Graduate,23.2,9,10,16,2
1,12,1,1,0,0,1,0,0,18,16.2,0.3,-0.92,Graduate,25.200000000000003,15,15,17,2
1,14,1,1,0,0,1,0,0,20,16.2,0.3,-0.92,Graduate,32.73809524,12,12,13,2
1,12,1,1,0,0,1,0,0,19,12.7,3.7,-1.7,Graduate,27.42857142,14,16,16,2
1,6,1,14,0,0,1,0,0,21,13.9,-0.3,0.79,Graduate,25.30952381,12,12,18,2
2,5,1,17,0,0,1,0,0,33,11.1,0.6,2.02,Graduate,26.0,9,12,15,2
1,6,1,1,0,1,0,0,0,24,7.6,2.6,0.32,Dropout,13.0,1,10,11,0
1,10,1,1,0,0,1,0,1,20,13.9,-0.3,0.79,Graduate,24.75,22,22,26,2
1,2,1,1,0,0,1,0,0,18,9.4,-0.8,-3.12,Graduate,0.0,0,0,0,2
1,5,1,1,0,0,1,0,0,18,15.5,2.8,-4.06,Graduate,29.33333334,12,12,12,2
1,3,0,6,0,1,1,0,0,29,7.6,2.6,0.32,Dropout,22.5,6,12,22,0
1,12,1,1,1,0,1,0,0,18,16.2,0.3,-0.92,Graduate,28.41558441,15,15,18,2
1,15,1,1,0,0,1,0,0,19,9.4,-0.8,-3.12,Graduate,25.38095238,12,12,15,2
1,2,1,1,0,0,1,0,0,19,15.5,2.8,-4.06,Dropout,0.0,0,0,0,0
1,10,1,1,0,0,1,0,1,18,12.4,0.5,1.79,Graduate,21.3,11,12,17,2
1,12,1,1,0,0,1,0,1,19,16.2,0.3,-0.92,Graduate,27.31363636,14,15,20,2
1,16,1,1,0,0,1,0,0,20,10.8,1.4,1.74,Dropout,25.05384615,22,26,40,0
1,10,1,1,0,0,1,0,0,19,7.6,2.6,0.32,Enrolled,22.0,3,12,26,1
1,11,1,1,0,0,1,0,1,19,9.4,-0.8,-3.12,Graduate,24.583333330000002,7,12,19,2
1,5,1,1,0,0,1,0,1,18,13.9,-0.3,0.79,Enrolled,23.14285714,11,12,20,1
1,12,1,1,0,0,1,0,1,18,9.4,-0.8,-3.12,Graduate,26.8075,16,16,16,2
1,11,1,1,0,0,1,0,1,19,9.4,-0.8,-3.12,Graduate,24.0,9,12,24,2
1,15,1,1,0,1,1,1,0,20,12.7,3.7,-1.7,Dropout,24.533333329999998,11,12,13,0
1,2,1,1,0,0,1,1,1,18,7.6,2.6,0.32,Enrolled,0.0,0,0,0,1
1,12,1,1,0,0,1,1,0,18,16.2,0.3,-0.92,Dropout,0.0,0,15,0,0
1,4,1,1,0,1,0,1,0,35,8.9,1.4,3.51,Dropout,32.16666667,9,12,18,0
1,7,1,1,0,0,1,1,0,18,16.2,0.3,-0.92,Enrolled,22.0,6,10,16,1
1,2,1,1,0,0,1,1,1,19,13.9,-0.3,0.79,Graduate,0.0,0,0,0,2
1,15,1,1,0,0,1,1,1,19,15.5,2.8,-4.06,Enrolled,24.28571429,10,12,16,1
1,9,1,1,0,0,1,1,0,20,10.8,1.4,1.74,Enrolled,22.75,6,10,19,1
1,5,1,1,0,0,1,1,0,19,13.9,-0.3,0.79,Enrolled,22.0,7,12,20,1
1,9,1,1,0,0,1,1,0,19,12.7,3.7,-1.7,Dropout,21.0,5,10,15,0
1,13,1,1,0,0,1,1,0,24,11.1,0.6,2.02,Dropout,0.0,0,14,31,0
1,3,0,1,0,1,0,1,0,29,12.4,0.5,1.79,Dropout,12.5,4,12,18,0
1,12,1,1,0,0,1,1,0,24,15.5,2.8,-4.06,Graduate,23.89444444,9,15,33,2
1,11,1,1,0,0,1,1,0,19,15.5,2.8,-4.06,Graduate,23.7,9,12,19,2
2,2,1,3,0,0,1,1,0,37,7.6,2.6,0.32,Dropout,0.0,0,0,0,0
1,5,1,1,0,0,1,1,0,18,16.2,0.3,-0.92,Graduate,25.0,10,12,13,2
1,7,1,14,0,0,1,1,1,20,12.4,0.5,1.79,Enrolled,28.26785714,12,13,22,1
1,9,1,1,0,0,0,1,0,18,11.1,0.6,2.02,Dropout,0.0,0,10,0,0
1,9,1,1,0,0,1,1,0,22,16.2,0.3,-0.92,Enrolled,13.33333333,3,10,14,1
1,9,1,1,0,0,1,1,1,22,10.8,1.4,1.74,Enrolled,22.9047619,6,10,16,1
1,15,1,1,0,1,0,1,0,18,11.1,0.6,2.02,Dropout,0.0,0,12,6,0
1,12,1,1,0,0,1,1,0,18,12.7,3.7,-1.7,Graduate,26.2,14,16,16,2
1,5,1,1,0,0,1,1,0,19,9.4,-0.8,-3.12,Graduate,26.666666669999998,12,12,12,2
1,7,1,1,0,0,1,1,0,19,10.8,1.4,1.74,Enrolled,22.2,8,10,15,1
1,10,1,1,0,0,1,1,0,19,16.2,0.3,-0.92,Dropout,24.571428570000002,8,12,20,0
1,4,1,14,0,1,1,1,0,21,12.4,0.5,1.79,Graduate,30.45238096,12,12,13,2
1,15,1,1,0,0,1,1,0,19,8.9,1.4,3.51,Enrolled,23.6,13,16,25,1
1,13,1,1,0,0,1,1,0,18,8.9,1.4,3.51,Graduate,27.033333329999998,10,14,21,2
1,9,1,1,0,0,1,1,0,19,10.8,1.4,1.74,Dropout,22.6,8,10,17,0
1,15,1,17,0,0,1,1,0,25,11.1,0.6,2.02,Graduate,28.166666669999998,12,12,12,2
1,5,1,1,0,0,1,1,0,22,12.7,3.7,-1.7,Graduate,29.33333334,12,12,21,2
1,12,1,1,0,0,1,1,0,24,12.7,3.7,-1.7,Graduate,25.48571428,14,16,16,2
1,12,1,1,0,0,1,1,0,19,13.9,-0.3,0.79,Graduate,25.10357143,14,15,18,2
1,7,1,1,0,0,1,1,0,18,13.9,-0.3,0.79,Enrolled,23.916666669999998,7,10,20,1
1,2,1,1,0,0,0,1,0,20,9.4,-0.8,-3.12,Dropout,0.0,0,0,0,0
1,12,1,1,0,0,1,1,1,19,10.8,1.4,1.74,Graduate,29.87142858,14,16,16,2
1,11,1,1,0,0,1,1,0,19,7.6,2.6,0.32,Dropout,20.5,6,12,31,0
1,14,1,1,0,0,1,1,0,19,12.4,0.5,1.79,Graduate,26.333333330000002,10,12,15,2
1,4,1,1,0,1,1,1,0,23,15.5,2.8,-4.06,Dropout,0.0,0,12,14,0
2,15,1,1,0,0,1,1,0,47,12.7,3.7,-1.7,Dropout,27.8,9,12,25,0
1,5,1,1,0,0,1,1,0,19,16.2,0.3,-0.92,Graduate,22.583333330000002,10,12,14,2
1,2,1,1,0,0,1,1,0,19,11.1,0.6,2.02,Graduate,0.0,0,0,0,2
1,2,1,1,0,0,1,1,0,18,16.2,0.3,-0.92,Dropout,0.0,0,0,0,0
1,9,1,1,0,0,1,1,0,28,15.5,2.8,-4.06,Dropout,10.0,2,10,18,0
1,11,1,6,0,0,1,1,0,20,7.6,2.6,0.32,Dropout,23.166666669999998,7,12,21,0
1,11,1,1,0,0,1,1,1,18,15.5,2.8,-4.06,Enrolled,22.666666669999998,7,12,21,1
1,2,1,1,0,0,1,1,1,21,12.4,0.5,1.79,Graduate,0.0,0,0,0,2
1,11,1,1,0,0,1,1,0,19,10.8,1.4,1.74,Enrolled,25.75,6,12,22,1
1,11,1,12,0,1,0,1,0,24,16.2,0.3,-0.92,Dropout,0.0,0,12,14,0
1,8,1,1,0,0,1,1,0,24,16.2,0.3,-0.92,Enrolled,22.66666666,9,12,23,1
1,6,1,9,0,1,0,1,0,25,8.9,1.4,3.51,Enrolled,0.0,0,12,12,1
1,11,1,1,0,0,1,1,0,28,13.9,-0.3,0.79,Graduate,25.2,11,12,18,2
2,17,0,1,0,0,1,1,0,37,7.6,2.6,0.32,Enrolled,22.083333330000002,7,10,14,1
1,7,1,1,0,0,1,1,0,19,13.9,-0.3,0.79,Enrolled,22.5,7,10,20,1
1,12,1,1,0,0,1,1,1,18,11.1,0.6,2.02,Graduate,27.36910714,15,15,15,2
1,11,1,12,0,0,1,1,0,48,7.6,2.6,0.32,Dropout,20.0,4,12,28,0
